ID,mainStock,Glacial Grocer,Affogato,Frozen Collectives Emporium,Battle Shop,Toy Trunk,Sugar Rush,United Terrafrost Post Office,Plushie Palace,Grooming Parlour,Ralph's Page Turners,Jacobi's Companion Reserve,Snow Jar Igloo,Golden Touch
143,none,0,0,0,0,0,0,0,0,0,0,0,0,0
144,none,0,0,0,0,0,0,0,0,0,0,0,0,0
145,none,0,0,0,0,0,0,0,0,0,0,0,0,0
146,none,0,0,0,0,0,0,0,0,0,0,0,0,0
147,none,0,0,0,0,0,0,0,0,0,0,0,0,0
148,none,0,0,0,0,0,0,0,0,0,0,0,0,0
149,none,0,0,0,0,0,0,0,0,0,0,0,0,0
150,none,0,0,0,0,0,0,0,0,0,0,0,0,0
151,none,0,0,0,0,0,0,0,0,0,0,0,0,0
152,none,0,0,0,0,0,0,0,0,0,0,0,0,0
153,main,0,0,0,0,0,0,1,0,0,0,0,0,0
154,none,0,0,0,0,0,0,0,0,0,0,0,0,0
155,main,0,0,0,0,0,0,1,0,0,0,0,0,0
156,main,0,0,0,0,0,0,1,0,0,0,0,0,0
157,main,0,0,0,0,0,0,0,1,0,0,0,0,0
158,main,0,0,0,0,0,0,0,1,0,0,0,0,0
159,none,0,0,0,0,0,0,0,0,0,0,0,0,0
160,main,0,0,0,0,1,0,0,0,0,0,0,0,0
161,main,0,0,0,0,1,0,0,0,0,0,0,0,0
162,main,0,0,0,0,1,0,0,0,0,0,0,0,0
163,main,0,0,0,0,1,0,0,0,0,0,0,0,0
164,main,0,0,0,0,1,0,0,0,0,0,0,0,0
165,main,0,0,0,0,1,0,0,0,0,0,0,0,0
166,main,0,0,0,0,0,0,0,0,1,0,0,0,0
167,main,0,0,0,0,0,0,0,0,1,0,0,0,0
168,main,0,0,0,0,0,0,0,0,1,0,0,0,0
169,main,0,0,0,0,0,0,0,0,1,0,0,0,0
170,none,0,0,0,0,0,0,0,0,0,0,0,0,0
171,none,0,0,0,0,0,0,0,0,0,0,0,0,0
172,none,0,0,0,0,0,0,0,0,0,0,0,0,0
173,none,0,0,0,0,0,0,0,0,0,0,0,0,0
174,none,0,0,0,0,0,0,0,0,0,0,0,0,0
175,none,0,0,0,0,0,0,0,0,0,0,0,0,0
176,none,0,0,0,0,0,0,0,0,0,0,0,0,0
177,main,0,0,0,0,1,0,0,0,0,0,0,0,0
178,main,0,0,0,0,1,0,0,0,0,0,0,0,0
179,main,0,0,0,0,1,0,0,0,0,0,0,0,0
180,main,0,0,0,0,0,0,0,1,0,0,0,0,0
181,main,0,0,0,0,0,0,0,1,0,0,0,0,0
182,main,0,0,0,0,0,0,0,1,0,0,0,0,0
183,main,0,0,0,0,0,0,0,1,0,0,0,0,0
184,main,0,0,0,0,0,0,0,1,0,0,0,0,0
185,main,0,0,0,0,0,0,0,1,0,0,0,0,0
186,none,0,0,0,0,0,0,0,0,0,0,0,0,0
187,none,0,0,0,0,0,0,0,0,0,0,0,0,0
188,none,0,0,0,0,0,0,0,0,0,0,0,0,0
189,none,0,0,0,0,0,0,0,0,0,0,0,0,0
190,none,0,0,0,0,0,0,0,0,0,0,0,0,0
191,none,0,0,0,0,0,0,0,0,0,0,0,0,0
192,none,0,0,0,0,0,0,0,0,0,0,0,0,0
193,none,0,0,0,0,0,0,0,0,0,0,0,0,0
194,none,0,0,0,0,0,0,0,0,0,0,0,0,0
195,main,0,0,0,0,1,0,0,0,0,0,0,0,0
196,main,0,0,0,0,1,0,0,0,0,0,0,0,0
197,main,0,0,0,0,1,0,0,0,0,0,0,0,0
198,main,0,0,0,0,1,0,0,0,0,0,0,0,0
199,none,0,0,0,0,0,0,0,0,0,0,0,0,0
200,none,0,0,0,0,0,0,0,0,0,0,0,0,0
201,none,0,0,0,0,0,0,0,0,0,0,0,0,0
202,none,0,0,0,0,0,0,0,0,0,0,0,0,0
203,none,0,0,0,0,0,0,0,0,0,0,0,0,0
204,none,0,0,0,0,0,0,0,0,0,0,0,0,0
205,none,0,0,0,0,0,0,0,0,0,0,0,0,0
206,none,0,0,0,0,0,0,0,0,0,0,0,0,0
207,none,0,0,0,0,0,0,0,0,0,0,0,0,0
208,none,0,0,0,0,0,0,0,0,0,0,0,0,0
209,main,0,0,0,0,0,0,0,0,0,1,0,0,0
210,main,0,0,0,0,0,0,0,0,0,1,0,0,0
211,none,0,0,0,0,0,0,0,0,0,0,0,0,0
212,main,0,0,0,0,0,0,0,0,0,1,0,0,0
213,main,0,0,0,0,0,0,0,0,0,1,0,0,0
214,main,0,0,0,0,0,0,0,0,0,1,0,0,0
215,main,0,0,0,0,0,0,0,0,0,1,0,0,0
216,main,0,0,0,0,0,0,0,0,0,1,0,0,0
217,main,0,0,0,0,0,0,0,0,0,1,0,0,0
218,main,0,0,0,0,0,0,0,0,0,1,0,0,0
219,main,0,0,0,0,0,0,0,0,0,1,0,0,0
220,none,0,0,0,0,0,0,0,0,0,0,0,0,0
221,main,0,0,0,0,0,0,0,0,0,1,0,0,0
222,main,0,0,0,0,0,0,0,0,0,1,0,0,0
223,main,0,0,0,0,0,0,0,0,0,1,0,0,0
224,main,0,0,0,0,0,0,0,0,0,1,0,0,0
225,none,0,0,0,0,0,0,0,0,0,0,0,0,0
226,none,0,0,0,0,0,0,0,0,0,0,0,0,0
227,none,0,0,0,0,0,0,0,0,0,0,0,0,0
228,main,0,0,0,0,0,0,0,0,0,1,0,0,0
229,none,0,0,0,0,0,0,0,0,0,0,0,0,0
230,main,0,0,0,0,0,0,0,0,0,1,0,0,0
231,none,0,0,0,0,0,0,0,0,0,0,0,0,0
232,none,0,0,0,0,0,0,0,0,0,0,0,0,0
233,main,0,0,0,0,0,0,0,0,0,1,0,0,0
234,none,0,0,0,0,0,0,0,0,0,0,0,0,0
235,none,0,0,0,0,0,0,0,0,0,0,0,0,0
236,none,0,0,0,0,0,0,0,0,0,0,0,0,0
237,main,1,0,0,0,0,0,0,0,0,0,0,0,0
238,main,1,0,0,0,0,0,0,0,0,0,0,0,0
239,main,1,0,0,0,0,0,0,0,0,0,0,0,0
240,main,1,0,0,0,0,0,0,0,0,0,0,0,0
241,main,1,0,0,0,0,0,0,0,0,0,0,0,0
242,main,0,1,0,0,0,0,0,0,0,0,0,0,0
243,main,0,1,0,0,0,0,0,0,0,0,0,0,0
244,main,0,0,0,0,0,1,0,0,0,0,0,0,0
245,main,0,0,0,0,0,1,0,0,0,0,0,0,0
246,main,0,0,0,0,0,1,0,0,0,0,0,0,0
247,none,0,0,0,0,0,0,0,0,0,0,0,0,0
248,none,0,0,0,0,0,0,0,0,0,0,0,0,0
249,none,0,0,0,0,0,0,0,0,0,0,0,0,0
250,main,0,1,0,0,0,0,0,0,0,0,0,0,0
251,none,0,0,0,0,0,0,0,0,0,0,0,0,0
252,none,0,0,0,0,0,0,0,0,0,0,0,0,0
253,main,0,1,0,0,0,0,0,0,0,0,0,0,0
254,main,0,1,0,0,0,0,0,0,0,0,0,0,0
255,main,0,1,0,0,0,0,0,0,0,0,0,0,0
256,main,0,1,0,0,0,0,0,0,0,0,0,0,0
257,main,0,1,0,0,0,0,0,0,0,0,0,0,0
258,main,0,1,0,0,0,0,0,0,0,0,0,0,0
259,main,0,1,0,0,0,0,0,0,0,0,0,0,0
260,main,0,1,0,0,0,0,0,0,0,0,0,0,0
261,main,0,1,0,0,0,0,0,0,0,0,0,0,0
262,main,1,0,0,0,0,0,0,0,0,0,0,0,0
263,none,0,0,0,0,0,0,0,0,0,0,0,0,0
264,none,0,0,0,0,0,0,0,0,0,0,0,0,0
265,main,0,0,0,0,1,0,0,0,0,0,0,0,0
266,none,0,0,0,0,0,0,0,0,0,0,0,0,0
267,none,0,0,0,0,0,0,0,0,0,0,0,0,0
268,none,0,0,0,0,0,0,0,0,0,0,0,0,0
269,none,0,0,0,0,0,0,0,0,0,0,0,0,0
270,none,0,0,0,0,0,0,0,0,0,0,0,0,0
271,none,0,0,0,0,0,0,0,0,0,0,0,0,0
272,none,0,0,0,0,0,0,0,0,0,0,0,0,0
273,none,0,0,0,0,0,0,0,0,0,0,0,0,0
274,none,0,0,0,0,0,0,0,0,0,0,0,0,0
275,none,0,0,0,0,0,0,0,0,0,0,0,0,0
276,none,0,0,0,0,0,0,0,0,0,0,0,0,0
277,none,0,0,0,0,0,0,0,0,0,0,0,0,0
278,none,0,0,0,0,0,0,0,0,0,0,0,0,0
279,main,0,0,0,0,1,0,0,0,0,0,0,0,0
280,main,0,0,0,0,1,0,0,0,0,0,0,0,0
281,main,0,0,0,0,1,0,0,0,0,0,0,0,0
282,main,0,0,0,0,1,0,0,0,0,0,0,0,0
283,main,0,1,0,0,0,0,0,0,0,0,0,0,0
284,none,0,0,0,0,0,0,0,0,0,0,0,0,0
285,none,0,0,0,0,0,0,0,0,0,0,0,0,0
286,main,0,0,0,0,1,0,0,0,0,0,0,0,0
287,main,1,0,0,0,0,0,0,0,0,0,0,0,0
288,main,1,0,0,0,0,0,0,0,0,0,0,0,0
289,main,1,0,0,0,0,0,0,0,0,0,0,0,0
290,main,1,0,0,0,0,0,0,0,0,0,0,0,0
291,main,0,0,0,1,0,0,0,0,0,0,0,0,0
292,none,0,0,0,0,0,0,0,0,0,0,0,0,0
293,none,0,0,0,0,0,0,0,0,0,0,0,0,0
294,main,0,0,0,1,0,0,0,0,0,0,0,0,0
295,none,0,0,0,0,0,0,0,0,0,0,0,0,0
296,none,0,0,0,0,0,0,0,0,0,0,0,0,0
297,main,0,0,0,1,0,0,0,0,0,0,0,0,0
298,none,0,0,0,0,0,0,0,0,0,0,0,0,0
299,main,0,0,0,1,0,0,0,0,0,0,0,0,0
300,none,0,0,0,0,0,0,0,0,0,0,0,0,0
301,main,0,0,0,0,1,0,0,0,0,0,0,0,0
302,none,0,0,0,0,0,0,0,0,0,0,0,0,0
303,none,0,0,0,0,0,0,0,0,0,0,0,0,0
304,none,0,0,0,0,0,0,0,0,0,0,0,0,0
305,none,0,0,0,0,0,0,0,0,0,0,0,0,0
306,none,0,0,0,0,0,0,0,0,0,0,0,0,0
307,none,0,0,0,0,0,0,0,0,0,0,0,0,0
308,none,0,0,0,0,0,0,0,0,0,0,0,0,0
309,none,0,0,0,0,0,0,0,0,0,0,0,0,0
310,main,0,0,0,0,1,0,0,0,0,0,0,0,0
311,main,0,0,0,0,0,0,1,0,0,0,0,0,0
312,main,0,0,0,0,0,0,1,0,0,0,0,0,0
313,none,0,0,0,0,0,0,0,0,0,0,0,0,0
314,main,0,0,0,0,0,0,1,0,0,0,0,0,0
315,main,0,0,0,0,0,0,1,0,0,0,0,0,0
316,main,0,0,0,0,0,0,1,0,0,0,0,0,0
317,main,0,0,0,0,0,0,1,0,0,0,0,0,0
318,main,0,0,0,0,0,0,1,0,0,0,0,0,0
319,main,0,0,0,0,0,0,1,0,0,0,0,0,0
320,main,0,0,0,0,0,0,1,0,0,0,0,0,0
321,main,0,0,0,0,0,0,1,0,0,0,0,0,0
322,main,0,0,0,0,0,0,1,0,0,0,0,0,0
323,main,0,0,0,0,0,0,1,0,0,0,0,0,0
324,main,0,0,0,0,0,0,1,0,0,0,0,0,0
325,none,0,0,0,0,0,0,0,0,0,0,0,0,0
326,none,0,0,0,0,0,0,0,0,0,0,0,0,0
327,main,0,0,0,0,1,0,0,0,0,0,0,0,0
328,none,0,0,0,0,0,0,0,0,0,0,0,0,0
329,none,0,0,0,0,0,0,0,0,0,0,0,0,0
330,none,0,0,0,0,0,0,0,0,0,0,0,0,0
331,main,0,0,0,0,0,0,1,0,0,0,0,0,0
332,main,0,0,0,0,0,0,1,0,0,0,0,0,0
333,main,0,0,0,0,0,0,0,0,0,0,0,0,1
334,none,0,0,0,0,0,0,0,0,0,0,0,0,0
335,main,0,0,0,0,0,0,1,0,0,0,0,0,0
336,none,0,0,0,0,0,0,0,0,0,0,0,0,0
337,none,0,0,0,0,0,0,0,0,0,0,0,0,0
338,none,0,0,0,0,0,0,0,0,0,0,0,0,0
339,none,0,0,0,0,0,0,0,0,0,0,0,0,0
340,main,0,0,0,0,0,0,1,0,0,0,0,0,0
341,main,0,0,0,0,0,0,1,0,0,0,0,0,0
342,main,0,0,0,0,0,0,1,0,0,0,0,0,0
343,main,0,0,0,0,0,0,1,0,0,0,0,0,0
344,none,0,0,0,0,0,0,0,0,0,0,0,0,0
345,main,0,0,0,0,0,0,1,0,0,0,0,0,0
346,main,0,0,0,0,0,0,0,0,1,0,0,0,0
347,main,0,0,0,0,0,0,0,0,1,0,0,0,0
348,main,0,0,0,0,0,0,0,0,1,0,0,0,0
349,main,0,0,0,0,0,0,0,0,1,0,0,0,0
350,main,0,0,0,0,0,0,0,0,1,0,0,0,0
351,main,0,0,0,0,0,0,0,0,1,0,0,0,0
352,main,0,0,0,0,0,0,0,0,1,0,0,0,0
353,main,0,0,0,0,0,0,0,0,1,0,0,0,0
354,none,0,0,0,0,0,0,0,0,0,0,0,0,0
355,main,0,1,0,0,0,0,0,0,0,0,0,0,0
356,main,0,1,0,0,0,0,0,0,0,0,0,0,0
357,main,1,0,0,0,0,0,0,0,0,0,0,0,0
358,none,0,0,0,0,0,0,0,0,0,0,0,0,0
359,none,0,0,0,0,0,0,0,0,0,0,0,0,0
360,main,0,0,0,0,0,1,0,0,0,0,0,0,0
361,main,0,0,0,0,0,1,0,0,0,0,0,0,0
362,main,0,0,0,0,0,1,0,0,0,0,0,0,0
363,main,0,0,0,0,0,1,0,0,0,0,0,0,0
364,main,0,0,0,0,0,1,0,0,0,0,0,0,0
365,main,0,0,0,0,0,1,0,0,0,0,0,0,0
366,main,0,0,0,0,0,1,0,0,0,0,0,0,0
367,none,0,0,0,0,0,0,0,0,0,0,0,0,0
368,none,0,0,0,0,0,0,0,0,0,0,0,0,0
369,none,0,0,0,0,0,0,0,0,0,0,0,0,0
370,none,0,0,0,0,0,0,0,0,0,0,0,0,0
371,main,0,0,0,1,0,0,0,0,0,0,0,0,0
372,none,0,0,0,0,0,0,0,0,0,0,0,0,0
373,none,0,0,0,0,0,0,0,0,0,0,0,0,0
374,none,0,0,0,0,0,0,0,0,0,0,0,0,0
375,main,0,0,0,1,0,0,0,0,0,0,0,0,0
376,none,0,0,0,0,0,0,0,0,0,0,0,0,0
377,none,0,0,0,0,0,0,0,0,0,0,0,0,0
378,none,0,0,0,0,0,0,0,0,0,0,0,0,0
379,none,0,0,0,0,0,0,0,0,0,0,0,0,0
380,none,0,0,0,0,0,0,0,0,0,0,0,0,0
381,none,0,0,0,0,0,0,0,0,0,0,0,0,0
382,none,0,0,0,0,0,0,0,0,0,0,0,0,0
383,none,0,0,0,0,0,0,0,0,0,0,0,0,0
384,none,0,0,0,0,0,0,0,0,0,0,0,0,0
385,none,0,0,0,0,0,0,0,0,0,0,0,0,0
386,none,0,0,0,0,0,0,0,0,0,0,0,0,0
387,none,0,0,0,0,0,0,0,0,0,0,0,0,0
388,none,0,0,0,0,0,0,0,0,0,0,0,0,0
389,main,0,1,0,0,0,0,0,0,0,0,0,0,0
390,none,0,0,0,0,0,0,0,0,0,0,0,0,0
391,main,0,1,0,0,0,0,0,0,0,0,0,0,0
392,none,0,0,0,0,0,0,0,0,0,0,0,0,0
393,main,0,1,0,0,0,0,0,0,0,0,0,0,0
394,none,0,0,0,0,0,0,0,0,0,0,0,0,0
395,none,0,0,0,0,0,0,0,0,0,0,0,0,0
396,none,0,0,0,0,0,0,0,0,0,0,0,0,0
397,none,0,0,0,0,0,0,0,0,0,0,0,0,0
398,none,0,0,0,0,0,0,0,0,0,0,0,0,0
399,none,0,0,0,0,0,0,0,0,0,0,0,0,0
400,none,0,0,0,0,0,0,0,0,0,0,0,0,0
401,none,0,0,0,0,0,0,0,0,0,0,0,0,0
402,none,0,0,0,0,0,0,0,0,0,0,0,0,0
403,none,0,0,0,0,0,0,0,0,0,0,0,0,0
404,none,0,0,0,0,0,0,0,0,0,0,0,0,0
405,none,0,0,0,0,0,0,0,0,0,0,0,0,0
406,none,0,0,0,0,0,0,0,0,0,0,0,0,0
407,none,0,0,0,0,0,0,0,0,0,0,0,0,0
408,none,0,0,0,0,0,0,0,0,0,0,0,0,0
409,none,0,0,0,0,0,0,0,0,0,0,0,0,0
410,main,0,0,0,0,0,0,0,0,0,1,0,0,0
411,main,0,0,0,0,0,0,0,0,0,0,0,0,1
412,main,0,0,0,1,0,0,0,0,0,0,0,0,0
413,main,0,0,0,1,0,0,0,0,0,0,0,0,0
414,main,0,0,0,1,0,0,0,0,0,0,0,0,0
415,main,0,0,0,1,0,0,0,0,0,0,0,0,0
416,main,0,0,0,0,0,1,0,0,0,0,0,0,0
417,main,0,0,0,0,0,1,0,0,0,0,0,0,0
418,main,0,0,0,0,0,1,0,0,0,0,0,0,0
419,main,0,0,0,0,0,1,0,0,0,0,0,0,0
420,main,0,0,0,0,0,1,0,0,0,0,0,0,0
421,main,0,0,0,0,0,1,0,0,0,0,0,0,0
422,main,0,0,0,0,0,1,0,0,0,0,0,0,0
423,main,0,0,0,0,0,1,0,0,0,0,0,0,0
424,main,0,0,0,0,0,0,0,0,0,1,0,0,0
425,main,0,0,0,0,0,0,0,0,0,1,0,0,0
426,main,0,0,0,0,0,0,0,0,0,1,0,0,0
427,none,0,0,0,0,0,0,0,0,0,0,0,0,0
428,main,0,0,0,0,0,0,0,0,0,1,0,0,0
429,main,0,0,0,0,0,0,0,0,0,1,0,0,0
430,main,0,0,0,0,0,0,0,0,0,1,0,0,0
431,main,0,0,0,0,0,0,0,0,0,1,0,0,0
432,main,0,0,0,0,0,0,0,0,0,1,0,0,0
433,none,0,0,0,0,0,0,0,0,0,0,0,0,0
434,main,0,0,0,0,0,0,0,0,0,1,0,0,0
435,main,0,0,0,0,0,0,0,0,0,1,0,0,0
436,main,0,0,0,0,0,0,0,0,0,1,0,0,0
437,main,0,0,0,0,0,0,0,0,0,1,0,0,0
438,main,0,0,0,0,0,0,1,0,0,0,0,0,0
439,none,0,0,0,0,0,0,0,0,0,0,0,0,0
440,main,0,0,0,0,0,0,1,0,0,0,0,0,0
441,none,0,0,0,0,0,0,0,0,0,0,0,0,0
442,main,0,0,0,0,1,0,0,0,0,0,0,0,0
443,main,0,0,0,0,1,0,0,0,0,0,0,0,0
444,main,0,0,0,0,1,0,0,0,0,0,0,0,0
445,main,0,0,0,0,1,0,0,0,0,0,0,0,0
446,main,0,0,0,0,1,0,0,0,0,0,0,0,0
447,main,0,0,0,0,1,0,0,0,0,0,0,0,0
448,main,0,0,0,0,1,0,0,0,0,0,0,0,0
449,main,0,0,0,0,1,0,0,0,0,0,0,0,0
450,main,0,0,0,0,1,0,0,0,0,0,0,0,0
451,none,0,0,0,0,0,0,0,0,0,0,0,0,0
452,main,0,0,0,0,0,0,0,0,0,1,0,0,0
453,main,0,0,0,0,0,0,0,0,0,1,0,0,0
454,main,0,0,0,0,0,0,0,0,0,1,0,0,0
455,main,0,0,0,0,0,0,0,0,0,1,0,0,0
456,main,0,0,0,0,0,0,0,0,0,1,0,0,0
457,main,0,0,0,0,0,0,0,0,0,1,0,0,0
458,main,0,0,0,0,0,0,0,0,0,1,0,0,0
